Region,County,State,party,vote.count
51161,Roanoke,Virginia,Others,2881
51161,Roanoke,Virginia,Republican,31408
51770,Roanoke,Virginia,Democrats,17200
51770,Roanoke,Virginia,Others,2881
51770,Roanoke,Virginia,Republican,31408
46109,Roberts,South Dakota,Democrats,1539
46109,Roberts,South Dakota,Others,205
46109,Roberts,South Dakota,Republican,2142
48393,Roberts,Texas,Democrats,20
48393,Roberts,Texas,Others,10
48393,Roberts,Texas,Republican,524
21201,Robertson,Kentucky,Democrats,222
21201,Robertson,Kentucky,Others,32
21201,Robertson,Kentucky,Republican,759
47147,Robertson,Tennessee,Democrats,6634
47147,Robertson,Tennessee,Others,1015
47147,Robertson,Tennessee,Republican,19393
48395,Robertson,Texas,Democrats,2203
48395,Robertson,Texas,Others,164
48395,Robertson,Texas,Republican,4668
37155,Robeson,North Carolina,Democrats,19016
37155,Robeson,North Carolina,Others,1080
37155,Robeson,North Carolina,Republican,20762
27133,Rock,Minnesota,Democrats,1373
27133,Rock,Minnesota,Others,375
27133,Rock,Minnesota,Republican,3091
31149,Rock,Nebraska,Democrats,70
31149,Rock,Nebraska,Others,37
31149,Rock,Nebraska,Republican,687
55105,Rock,Wisconsin,Democrats,39343
55105,Rock,Wisconsin,Others,5237
55105,Rock,Wisconsin,Republican,31488
17161,Rock Island,Illinois,Democrats,32258
17161,Rock Island,Illinois,Others,3744
17161,Rock Island,Illinois,Republican,26969
51163,Rockbridge,Virginia,Democrats,3508
51163,Rockbridge,Virginia,Others,607
51163,Rockbridge,Virginia,Republican,6680
21203,Rockcastle,Kentucky,Democrats,915
21203,Rockcastle,Kentucky,Others,167
21203,Rockcastle,Kentucky,Republican,5609
13247,Rockdale,Georgia,Democrats,23255
13247,Rockdale,Georgia,Others,1136
13247,Rockdale,Georgia,Republican,13478
33015,Rockingham,New Hampshire,Democrats,79994
33015,Rockingham,New Hampshire,Others,10993
33015,Rockingham,New Hampshire,Republican,90447
37157,Rockingham,North Carolina,Democrats,14228
37157,Rockingham,North Carolina,Others,1220
37157,Rockingham,North Carolina,Republican,26830
51165,Rockingham,Virginia,Democrats,9366
51165,Rockingham,Virginia,Others,2131
51165,Rockingham,Virginia,Republican,25990
36087,Rockland,New York,Democrats,69334
36087,Rockland,New York,Others,4831
36087,Rockland,New York,Republican,60906
48397,Rockwall,Texas,Democrats,9655
48397,Rockwall,Texas,Others,1842
48397,Rockwall,Texas,Republican,28451
40129,Roger Mills,Oklahoma,Democrats,151
40129,Roger Mills,Oklahoma,Others,61
40129,Roger Mills,Oklahoma,Republican,1547
40131,Rogers,Oklahoma,Democrats,7902
40131,Rogers,Oklahoma,Others,2047
40131,Rogers,Oklahoma,Republican,30913
38079,Rolette,North Dakota,Democrats,2099
38079,Rolette,North Dakota,Others,439
38079,Rolette,North Dakota,Republican,1217
20163,Rooks,Kansas,Democrats,273
20163,Rooks,Kansas,Others,106
20163,Rooks,Kansas,Republican,1999
30085,Roosevelt,Montana,Democrats,1560
30085,Roosevelt,Montana,Others,291
30085,Roosevelt,Montana,Republican,1797
35041,Roosevelt,New Mexico,Democrats,1454
35041,Roosevelt,New Mexico,Others,612
35041,Roosevelt,New Mexico,Republican,3884
26143,Roscommon,Michigan,Democrats,4287
26143,Roscommon,Michigan,Others,613
26143,Roscommon,Michigan,Republican,8141
27135,Roseau,Minnesota,Democrats,1856
27135,Roseau,Minnesota,Others,497
27135,Roseau,Minnesota,Republican,5451
30087,Rosebud,Montana,Democrats,987
30087,Rosebud,Montana,Others,200
30087,Rosebud,Montana,Republican,2253
39141,Ross,Ohio,Democrats,10356
39141,Ross,Ohio,Others,1557
39141,Ross,Ohio,Republican,18652
8107,Routt,Colorado,Democrats,7600
8107,Routt,Colorado,Others,1156
8107,Routt,Colorado,Republican,5230
21205,Rowan,Kentucky,Democrats,3295
21205,Rowan,Kentucky,Others,379
21205,Rowan,Kentucky,Republican,5174
37159,Rowan,North Carolina,Democrats,19400
37159,Rowan,North Carolina,Others,2159
37159,Rowan,North Carolina,Republican,42810
48399,Runnels,Texas,Democrats,453
48399,Runnels,Texas,Others,79
48399,Runnels,Texas,Republican,3250
18139,Rush,Indiana,Democrats,1525
18139,Rush,Indiana,Others,397
18139,Rush,Indiana,Republican,5292
20165,Rush,Kansas,Democrats,227
20165,Rush,Kansas,Others,70
20165,Rush,Kansas,Republican,1177
48401,Rusk,Texas,Democrats,3935
48401,Rusk,Texas,Others,384
48401,Rusk,Texas,Republican,14675
55107,Rusk,Wisconsin,Democrats,2171
55107,Rusk,Wisconsin,Others,352
55107,Rusk,Wisconsin,Republican,4564
1113,Russell,Alabama,Democrats,9579
1113,Russell,Alabama,Others,467
1113,Russell,Alabama,Republican,9210
20167,Russell,Kansas,Democrats,454
20167,Russell,Kansas,Others,150
20167,Russell,Kansas,Republican,2544
21207,Russell,Kentucky,Democrats,1093
21207,Russell,Kentucky,Others,218
21207,Russell,Kentucky,Republican,6863
51167,Russell,Virginia,Democrats,2330
51167,Russell,Virginia,Others,395
51167,Russell,Virginia,Republican,9521
37161,Rutherford,North Carolina,Democrats,7516
37161,Rutherford,North Carolina,Others,924
37161,Rutherford,North Carolina,Republican,21870
47149,Rutherford,Tennessee,Democrats,36627
47149,Rutherford,Tennessee,Others,5463
47149,Rutherford,Tennessee,Republican,64428
50021,Rutland,Vermont,Democrats,13635
50021,Rutland,Vermont,Others,3501
50021,Rutland,Vermont,Republican,12479
22085,Sabine,Louisiana,Democrats,1703
22085,Sabine,Louisiana,Others,205
22085,Sabine,Louisiana,Republican,7879
48403,Sabine,Texas,Democrats,614
48403,Sabine,Texas,Others,39
48403,Sabine,Texas,Republican,3998
19161,Sac,Iowa,Democrats,1270
19161,Sac,Iowa,Others,239
19161,Sac,Iowa,Republican,3703
6067,Sacramento,California,Democrats,307728
6067,Sacramento,California,Others,42924
6067,Sacramento,California,Republican,181617
23023,Sagadahoc,Maine,Democrats,10679
23023,Sagadahoc,Maine,Others,1613
23023,Sagadahoc,Maine,Republican,9304
26145,Saginaw,Michigan,Democrats,44396
26145,Saginaw,Michigan,Others,4455
26145,Saginaw,Michigan,Republican,45469
8109,Saguache,Colorado,Democrats,1417
8109,Saguache,Colorado,Others,271
8109,Saguache,Colorado,Republican,1147
34033,Salem,New Jersey,Democrats,11904
34033,Salem,New Jersey,Others,1568
34033,Salem,New Jersey,Republican,16381
51775,Salem,Virginia,Democrats,4202
51775,Salem,Virginia,Others,797
51775,Salem,Virginia,Republican,7226
5125,Saline,Arkansas,Democrats,13256
5125,Saline,Arkansas,Others,2981
5125,Saline,Arkansas,Republican,35863
20169,Saline,Kansas,Democrats,6084
20169,Saline,Kansas,Others,1755
20169,Saline,Kansas,Republican,13367
29195,Saline,Missouri,Democrats,2787
29195,Saline,Missouri,Others,481
29195,Saline,Missouri,Republican,5977
31151,Saline,Nebraska,Democrats,1630
31151,Saline,Nebraska,Others,316
31151,Saline,Nebraska,Republican,2849
49035,Salt Lake,Utah,Democrats,175863
49035,Salt Lake,Utah,Others,109837
49035,Salt Lake,Utah,Republican,138043
45081,Saluda,South Carolina,Democrats,2813
45081,Saluda,South Carolina,Others,225
45081,Saluda,South Carolina,Republican,5526
37163,Sampson,North Carolina,Democrats,10547
37163,Sampson,North Carolina,Others,543
37163,Sampson,North Carolina,Republican,14838
48405,San Augustine,Texas,Democrats,910
48405,San Augustine,Texas,Others,37
48405,San Augustine,Texas,Republican,2622
6069,San Benito,California,Democrats,12427
6069,San Benito,California,Others,1721
6069,San Benito,California,Republican,7800
6071,San Bernardino,California,Democrats,340456
6071,San Bernardino,California,Others,35398
6071,San Bernardino,California,Republican,271025
6073,San Diego,California,Democrats,723888
6073,San Diego,California,Others,76571
6073,San Diego,California,Republican,471071
6075,San Francisco,California,Democrats,345084
6075,San Francisco,California,Others,25772
6075,San Francisco,California,Republican,37688
48407,San Jacinto,Texas,Democrats,2038
48407,San Jacinto,Texas,Others,246
48407,San Jacinto,Texas,Republican,8059
6077,San Joaquin,California,Democrats,108559
6077,San Joaquin,California,Others,13559
6077,San Joaquin,California,Republican,82477
8111,San Juan,Colorado,Democrats,265
8111,San Juan,Colorado,Others,26
8111,San Juan,Colorado,Republican,215
35045,San Juan,New Mexico,Democrats,12865
35045,San Juan,New Mexico,Others,5299
35045,San Juan,New Mexico,Republican,27946
49037,San Juan,Utah,Democrats,2042
49037,San Juan,Utah,Others,760
49037,San Juan,Utah,Republican,2645
53055,San Juan,Washington,Democrats,7172
53055,San Juan,Washington,Others,1260
53055,San Juan,Washington,Republican,2688
6079,San Luis Obispo,California,Democrats,66020
6079,San Luis Obispo,California,Others,13372
6079,San Luis Obispo,California,Republican,55067
6081,San Mateo,California,Democrats,237862
6081,San Mateo,California,Others,15612
6081,San Mateo,California,Republican,57924
8113,San Miguel,Colorado,Democrats,2975
8113,San Miguel,Colorado,Others,321
8113,San Miguel,Colorado,Republican,1033
35047,San Miguel,New Mexico,Democrats,7285
35047,San Miguel,New Mexico,Others,1153
35047,San Miguel,New Mexico,Republican,2313
48409,San Patricio,Texas,Democrats,7871
48409,San Patricio,Texas,Others,755
48409,San Patricio,Texas,Republican,13030
48411,San Saba,Texas,Democrats,293
48411,San Saba,Texas,Others,39
48411,San Saba,Texas,Republican,2025
46111,Sanborn,South Dakota,Democrats,241
46111,Sanborn,South Dakota,Others,63
46111,Sanborn,South Dakota,Republican,819
30089,Sanders,Montana,Democrats,1218
30089,Sanders,Montana,Others,406
30089,Sanders,Montana,Republican,4286
35043,Sandoval,New Mexico,Democrats,27707
35043,Sandoval,New Mexico,Others,8078
35043,Sandoval,New Mexico,Republican,25905
39143,Sandusky,Ohio,Democrats,9929
39143,Sandusky,Ohio,Others,2040
39143,Sandusky,Ohio,Republican,16316
17167,Sangamon,Illinois,Democrats,40907
17167,Sangamon,Illinois,Others,7522
17167,Sangamon,Illinois,Republican,49944
26151,Sanilac,Michigan,Democrats,4873
26151,Sanilac,Michigan,Others,930
26151,Sanilac,Michigan,Republican,13446
49039,Sanpete,Utah,Democrats,1061
49039,Sanpete,Utah,Others,2513
49039,Sanpete,Utah,Republican,6673
6083,Santa Barbara,California,Democrats,100120
6083,Santa Barbara,California,Others,14315
6083,Santa Barbara,California,Republican,53740
6085,Santa Clara,California,Democrats,510249
6085,Santa Clara,California,Others,40701
6085,Santa Clara,California,Republican,144459
4023,Santa Cruz,Arizona,Democrats,11690
4023,Santa Cruz,Arizona,Others,846
4023,Santa Cruz,Arizona,Republican,3897
6087,Santa Cruz,California,Democrats,90419
6087,Santa Cruz,California,Others,11461
6087,Santa Cruz,California,Republican,21353
35049,Santa Fe,New Mexico,Democrats,50793
35049,Santa Fe,New Mexico,Others,6309
35049,Santa Fe,New Mexico,Republican,14332
12113,Santa Rosa,Florida,Democrats,18464
12113,Santa Rosa,Florida,Others,4881
12113,Santa Rosa,Florida,Republican,65339
12115,Sarasota,Florida,Democrats,97870
12115,Sarasota,Florida,Others,9045
12115,Sarasota,Florida,Republican,124438
36091,Saratoga,New York,Democrats,46546
36091,Saratoga,New York,Others,7974
36091,Saratoga,New York,Republican,51088
38081,Sargent,North Dakota,Democrats,694
38081,Sargent,North Dakota,Others,215
38081,Sargent,North Dakota,Republican,1088
31153,Sarpy,Nebraska,Democrats,28033
31153,Sarpy,Nebraska,Others,5518
31153,Sarpy,Nebraska,Republican,45143
55111,Sauk,Wisconsin,Democrats,14692
55111,Sauk,Wisconsin,Others,1835
55111,Sauk,Wisconsin,Republican,14791
31155,Saunders,Nebraska,Democrats,2523
31155,Saunders,Nebraska,Others,612
31155,Saunders,Nebraska,Republican,7555
55113,Sawyer,Wisconsin,Democrats,3504
55113,Sawyer,Wisconsin,Others,432
55113,Sawyer,Wisconsin,Republican,5185
36093,Schenectady,New York,Democrats,30870
36093,Schenectady,New York,Others,4242
36093,Schenectady,New York,Republican,27268
48413,Schleicher,Texas,Democrats,208
48413,Schleicher,Texas,Others,30
48413,Schleicher,Texas,Republican,821
13249,Schley,Georgia,Democrats,401
13249,Schley,Georgia,Others,36
13249,Schley,Georgia,Republican,1472
36095,Schoharie,New York,Democrats,3777
36095,Schoharie,New York,Others,868
36095,Schoharie,New York,Republican,8173
26153,Schoolcraft,Michigan,Democrats,1369
26153,Schoolcraft,Michigan,Others,229
26153,Schoolcraft,Michigan,Republican,2556
17169,Schuyler,Illinois,Democrats,1074
17169,Schuyler,Illinois,Others,235
17169,Schuyler,Illinois,Republican,2523
29197,Schuyler,Missouri,Democrats,354
29197,Schuyler,Missouri,Others,78
29197,Schuyler,Missouri,Republican,1505
36097,Schuyler,New York,Democrats,2761
36097,Schuyler,New York,Others,576
36097,Schuyler,New York,Republican,4689
42107,Schuylkill,Pennsylvania,Democrats,16770
42107,Schuylkill,Pennsylvania,Others,2614
42107,Schuylkill,Pennsylvania,Republican,44001
39145,Scioto,Ohio,Democrats,9132
39145,Scioto,Ohio,Others,1321
39145,Scioto,Ohio,Republican,20550
29199,Scotland,Missouri,Democrats,365
29199,Scotland,Missouri,Others,78
29199,Scotland,Missouri,Republican,1525
37165,Scotland,North Carolina,Democrats,7319
37165,Scotland,North Carolina,Others,353
37165,Scotland,North Carolina,Republican,6256
5127,Scott,Arkansas,Democrats,602
5127,Scott,Arkansas,Others,177
5127,Scott,Arkansas,Republican,2731
17171,Scott,Illinois,Democrats,535
17171,Scott,Illinois,Others,107
17171,Scott,Illinois,Republican,1966
18143,Scott,Indiana,Democrats,2642
18143,Scott,Indiana,Others,383
18143,Scott,Indiana,Republican,6074
19163,Scott,Iowa,Democrats,40440
19163,Scott,Iowa,Others,6631
19163,Scott,Iowa,Republican,39149
20171,Scott,Kansas,Democrats,232
20171,Scott,Kansas,Others,95
20171,Scott,Kansas,Republican,1832
21209,Scott,Kentucky,Democrats,7715
21209,Scott,Kentucky,Others,1433
21209,Scott,Kentucky,Republican,15052
27139,Scott,Minnesota,Democrats,28502
27139,Scott,Minnesota,Others,6579
27139,Scott,Minnesota,Republican,39948
28123,Scott,Mississippi,Democrats,4268
28123,Scott,Mississippi,Others,132
28123,Scott,Mississippi,Republican,6122
29201,Scott,Missouri,Democrats,3574
29201,Scott,Missouri,Others,512
29201,Scott,Missouri,Republican,13168
47151,Scott,Tennessee,Democrats,934
47151,Scott,Tennessee,Others,145
47151,Scott,Tennessee,Republican,6044
51169,Scott,Virginia,Democrats,1581
51169,Scott,Virginia,Others,272
51169,Scott,Virginia,Republican,8247
31157,Scotts Bluff,Nebraska,Democrats,3151
31157,Scotts Bluff,Nebraska,Others,792
31157,Scotts Bluff,Nebraska,Republican,9952
13251,Screven,Georgia,Democrats,2300
13251,Screven,Georgia,Others,110
13251,Screven,Georgia,Republican,3305
48415,Scurry,Texas,Democrats,733
48415,Scurry,Texas,Others,146
48415,Scurry,Texas,Republican,4410
5129,Searcy,Arkansas,Democrats,601
5129,Searcy,Arkansas,Others,172
5129,Searcy,Arkansas,Republican,2955
5131,Sebastian,Arkansas,Democrats,12300
5131,Sebastian,Arkansas,Others,3210
5131,Sebastian,Arkansas,Republican,29127
8115,Sedgwick,Colorado,Democrats,267
8115,Sedgwick,Colorado,Others,82
8115,Sedgwick,Colorado,Republican,1015
20173,Sedgwick,Kansas,Democrats,66716
20173,Sedgwick,Kansas,Others,12715
20173,Sedgwick,Kansas,Republican,101319
12117,Seminole,Florida,Democrats,105914
12117,Seminole,Florida,Others,12169
12117,Seminole,Florida,Republican,109443
13253,Seminole,Georgia,Democrats,1189
13253,Seminole,Georgia,Others,54
13253,Seminole,Georgia,Republican,2345
40133,Seminole,Oklahoma,Democrats,2071
40133,Seminole,Oklahoma,Others,353
40133,Seminole,Oklahoma,Republican,5613
36099,Seneca,New York,Democrats,5175
36099,Seneca,New York,Others,968
36099,Seneca,New York,Republican,6719
39147,Seneca,Ohio,Democrats,7404
39147,Seneca,Ohio,Others,1954
39147,Seneca,Ohio,Republican,14825
47153,Sequatchie,Tennessee,Democrats,1051
47153,Sequatchie,Tennessee,Others,182
47153,Sequatchie,Tennessee,Republican,4434
40135,Sequoyah,Oklahoma,Democrats,3061
40135,Sequoyah,Oklahoma,Others,488
40135,Sequoyah,Oklahoma,Republican,10888
5133,Sevier,Arkansas,Democrats,1075
5133,Sevier,Arkansas,Others,205
5133,Sevier,Arkansas,Republican,3282
47155,Sevier,Tennessee,Democrats,6295
47155,Sevier,Tennessee,Others,1277
47155,Sevier,Tennessee,Republican,28611
49041,Sevier,Utah,Democrats,695
49041,Sevier,Utah,Others,1219
49041,Sevier,Utah,Republican,6740
20175,Seward,Kansas,Democrats,1491
20175,Seward,Kansas,Others,227
20175,Seward,Kansas,Republican,3025
31159,Seward,Nebraska,Democrats,1875
31159,Seward,Nebraska,Others,421
31159,Seward,Nebraska,Republican,5454
48417,Shackelford,Texas,Democrats,103
48417,Shackelford,Texas,Others,23
48417,Shackelford,Texas,Republican,1378
29203,Shannon,Missouri,Democrats,776
29203,Shannon,Missouri,Others,162
29203,Shannon,Missouri,Republican,2966
28125,Sharkey,Mississippi,Democrats,1479
28125,Sharkey,Mississippi,Others,19
28125,Sharkey,Mississippi,Republican,692
5135,Sharp,Arkansas,Democrats,1472
5135,Sharp,Arkansas,Others,370
5135,Sharp,Arkansas,Republican,5407
6089,Shasta,California,Democrats,22301
6089,Shasta,California,Others,6879
6089,Shasta,California,Republican,51778
55115,Shawano,Wisconsin,Democrats,6056
55115,Shawano,Wisconsin,Others,953
55115,Shawano,Wisconsin,Republican,12742
20177,Shawnee,Kansas,Democrats,33270
20177,Shawnee,Kansas,Others,5029
20177,Shawnee,Kansas,Republican,35349
55117,Sheboygan,Wisconsin,Democrats,22956
55117,Sheboygan,Wisconsin,Others,4241
55117,Sheboygan,Wisconsin,Republican,32458
1117,Shelby,Alabama,Democrats,22977
1117,Shelby,Alabama,Others,5257
1117,Shelby,Alabama,Republican,73020
17173,Shelby,Illinois,Democrats,2279
17173,Shelby,Illinois,Others,424
17173,Shelby,Illinois,Republican,8209
18145,Shelby,Indiana,Democrats,4247
18145,Shelby,Indiana,Others,1027
18145,Shelby,Indiana,Republican,12718
19165,Shelby,Iowa,Democrats,1662
19165,Shelby,Iowa,Others,346
19165,Shelby,Iowa,Republican,4362
21211,Shelby,Kentucky,Democrats,6276
21211,Shelby,Kentucky,Others,1108
21211,Shelby,Kentucky,Republican,13196
29205,Shelby,Missouri,Democrats,606
29205,Shelby,Missouri,Others,125
29205,Shelby,Missouri,Republican,2524
39149,Shelby,Ohio,Democrats,4243
39149,Shelby,Ohio,Others,996
39149,Shelby,Ohio,Republican,18590
47157,Shelby,Tennessee,Democrats,208320
47157,Shelby,Tennessee,Others,10412
47157,Shelby,Tennessee,Republican,116096
48419,Shelby,Texas,Democrats,1758
48419,Shelby,Texas,Others,149
48419,Shelby,Texas,Republican,7179
51171,Shenandoah,Virginia,Democrats,5273
51171,Shenandoah,Virginia,Others,1141
51171,Shenandoah,Virginia,Republican,14094
27141,Sherburne,Minnesota,Democrats,13293
27141,Sherburne,Minnesota,Others,3937
27141,Sherburne,Minnesota,Republican,31053
20179,Sheridan,Kansas,Democrats,126
20179,Sheridan,Kansas,Others,50
20179,Sheridan,Kansas,Republican,1186
30091,Sheridan,Montana,Democrats,477
30091,Sheridan,Montana,Others,114
30091,Sheridan,Montana,Republican,1241
31161,Sheridan,Nebraska,Democrats,287
31161,Sheridan,Nebraska,Others,88
31161,Sheridan,Nebraska,Republican,2211
38083,Sheridan,North Dakota,Democrats,95
38083,Sheridan,North Dakota,Others,42
38083,Sheridan,North Dakota,Republican,650
56033,Sheridan,Wyoming,Democrats,2927
56033,Sheridan,Wyoming,Others,1317
56033,Sheridan,Wyoming,Republican,10266
20181,Sherman,Kansas,Democrats,340
20181,Sherman,Kansas,Others,154
20181,Sherman,Kansas,Republican,2043
31163,Sherman,Nebraska,Democrats,340
31163,Sherman,Nebraska,Others,72
31163,Sherman,Nebraska,Republican,1150
41055,Sherman,Oregon,Democrats,202
41055,Sherman,Oregon,Others,83
41055,Sherman,Oregon,Republican,732
48421,Sherman,Texas,Democrats,96
48421,Sherman,Texas,Others,32
48421,Sherman,Texas,Republican,807
26155,Shiawassee,Michigan,Democrats,12546
26155,Shiawassee,Michigan,Others,2335
26155,Shiawassee,Michigan,Republican,19230
16079,Shoshone,Idaho,Democrats,1384
16079,Shoshone,Idaho,Others,439
16079,Shoshone,Idaho,Republican,3297
27143,Sibley,Minnesota,Democrats,1954
27143,Sibley,Minnesota,Others,627
27143,Sibley,Minnesota,Republican,5193
6091,Sierra,California,Democrats,601
6091,Sierra,California,Others,209
6091,Sierra,California,Republican,1048
35051,Sierra,New Mexico,Democrats,1612
35051,Sierra,New Mexico,Others,559
35051,Sierra,New Mexico,Republican,3010
30093,Silver Bow,Montana,Democrats,8619
30093,Silver Bow,Montana,Others,1444
30093,Silver Bow,Montana,Republican,6376
21213,Simpson,Kentucky,Democrats,2144
21213,Simpson,Kentucky,Others,310
21213,Simpson,Kentucky,Republican,5077
28127,Simpson,Mississippi,Democrats,3874
28127,Simpson,Mississippi,Others,152
28127,Simpson,Mississippi,Republican,7393
19167,Sioux,Iowa,Democrats,2300
19167,Sioux,Iowa,Others,1109
19167,Sioux,Iowa,Republican,14785
31165,Sioux,Nebraska,Democrats,81
31165,Sioux,Nebraska,Others,32
31165,Sioux,Nebraska,Republican,616
38085,Sioux,North Dakota,Democrats,758
38085,Sioux,North Dakota,Others,214
38085,Sioux,North Dakota,Republican,260
6093,Siskiyou,California,Democrats,7233
6093,Siskiyou,California,Others,1918
6093,Siskiyou,California,Republican,11339
53057,Skagit,Washington,Democrats,26690
53057,Skagit,Washington,Others,5567
53057,Skagit,Washington,Republican,24736
53059,Skamania,Washington,Democrats,2232
53059,Skamania,Washington,Others,655
53059,Skamania,Washington,Republican,2928
38087,Slope,North Dakota,Democrats,43
38087,Slope,North Dakota,Others,25
38087,Slope,North Dakota,Republican,362
20183,Smith,Kansas,Democrats,295
20183,Smith,Kansas,Others,84
20183,Smith,Kansas,Republican,1635
28129,Smith,Mississippi,Democrats,1617
28129,Smith,Mississippi,Others,82
28129,Smith,Mississippi,Republican,5928
47159,Smith,Tennessee,Democrats,1688
47159,Smith,Tennessee,Others,237
47159,Smith,Tennessee,Republican,5485
48423,Smith,Texas,Democrats,22300
48423,Smith,Texas,Others,3538
48423,Smith,Texas,Republican,58930
51173,Smyth,Virginia,Democrats,2665
51173,Smyth,Virginia,Others,475
51173,Smyth,Virginia,Republican,9750
53061,Snohomish,Washington,Democrats,185227
53061,Snohomish,Washington,Others,39492
53061,Snohomish,Washington,Republican,128255
42109,Snyder,Pennsylvania,Democrats,4002
42109,Snyder,Pennsylvania,Others,759
42109,Snyder,Pennsylvania,Republican,11725
35053,Socorro,New Mexico,Democrats,3313
35053,Socorro,New Mexico,Others,939
35053,Socorro,New Mexico,Republican,2616
6095,Solano,California,Democrats,101976
6095,Solano,California,Others,13746
6095,Solano,California,Republican,51685
23025,Somerset,Maine,Democrats,9092
23025,Somerset,Maine,Others,1878
23025,Somerset,Maine,Republican,14998
24039,Somerset,Maryland,Democrats,4196
24039,Somerset,Maryland,Others,361
24039,Somerset,Maryland,Republican,5341
34035,Somerset,New Jersey,Democrats,85689
34035,Somerset,New Jersey,Others,5898
34035,Somerset,New Jersey,Republican,65505
42111,Somerset,Pennsylvania,Democrats,7376
42111,Somerset,Pennsylvania,Others,1318
42111,Somerset,Pennsylvania,Republican,27379
48425,Somervell,Texas,Democrats,541
48425,Somervell,Texas,Others,150
48425,Somervell,Texas,Republican,3206
6097,Sonoma,California,Democrats,160435
6097,Sonoma,California,Others,19731
6097,Sonoma,California,Republican,51408
51175,Southampton,Virginia,Democrats,3595
51175,Southampton,Virginia,Others,242
51175,Southampton,Virginia,Republican,5035
13255,Spalding,Georgia,Democrats,9357
13255,Spalding,Georgia,Others,701
13255,Spalding,Georgia,Republican,15646
45083,Spartanburg,South Carolina,Democrats,39997
45083,Spartanburg,South Carolina,Others,4816
45083,Spartanburg,South Carolina,Republican,76277
18147,Spencer,Indiana,Democrats,2861
18147,Spencer,Indiana,Others,546
18147,Spencer,Indiana,Republican,6572
21215,Spencer,Kentucky,Democrats,1921
21215,Spencer,Kentucky,Others,398
21215,Spencer,Kentucky,Republican,7196
46115,Spink,South Dakota,Democrats,919
46115,Spink,South Dakota,Others,178
46115,Spink,South Dakota,Republican,1854
53063,Spokane,Washington,Democrats,93767
53063,Spokane,Washington,Others,28114
53063,Spokane,Washington,Republican,113435
51177,Spotsylvania,Virginia,Democrats,24207
51177,Spotsylvania,Virginia,Others,3719
51177,Spotsylvania,Virginia,Republican,34623
22087,St Bernard,Louisiana,Democrats,4960
22087,St Bernard,Louisiana,Others,618
22087,St Bernard,Louisiana,Republican,10237
22089,St Charles,Louisiana,Democrats,8559
22089,St Charles,Louisiana,Others,1012
22089,St Charles,Louisiana,Republican,16621
29183,St Charles,Missouri,Democrats,68225
29183,St Charles,Missouri,Others,10508
29183,St Charles,Missouri,Republican,120899
1115,St Clair,Alabama,Democrats,5589
1115,St Clair,Alabama,Others,1160
1115,St Clair,Alabama,Republican,31651
17163,St Clair,Illinois,Democrats,60415
17163,St Clair,Illinois,Others,7099
17163,St Clair,Illinois,Republican,53697
26147,St Clair,Michigan,Democrats,24553
26147,St Clair,Michigan,Others,4399
26147,St Clair,Michigan,Republican,49051
29185,St Clair,Missouri,Democrats,936
29185,St Clair,Missouri,Others,193
29185,St Clair,Missouri,Republican,3501
55109,St Croix,Wisconsin,Democrats,17486
55109,St Croix,Wisconsin,Others,3802
55109,St Croix,Wisconsin,Republican,26220
5123,St Francis,Arkansas,Democrats,4031
5123,St Francis,Arkansas,Others,204
5123,St Francis,Arkansas,Republican,3195
29187,St Francois,Missouri,Democrats,6250
29187,St Francois,Missouri,Others,997
29187,St Francois,Missouri,Republican,17467
22091,St Helena,Louisiana,Democrats,3353
22091,St Helena,Louisiana,Others,114
22091,St Helena,Louisiana,Republican,2497
22093,St James,Louisiana,Democrats,6418
22093,St James,Louisiana,Others,211
22093,St James,Louisiana,Republican,5456
22095,St John The Baptist,Louisiana,Democrats,12661
22095,St John The Baptist,Louisiana,Others,513
22095,St John The Baptist,Louisiana,Republican,7569
12109,St Johns,Florida,Democrats,43099
12109,St Johns,Florida,Others,6063
12109,St Johns,Florida,Republican,88684
18141,St Joseph,Indiana,Democrats,52252
18141,St Joseph,Indiana,Others,5739
18141,St Joseph,Indiana,Republican,52021
26149,St Joseph,Michigan,Democrats,7526
26149,St Joseph,Michigan,Others,1347
26149,St Joseph,Michigan,Republican,14884
22097,St Landry,Louisiana,Democrats,17209
22097,St Landry,Louisiana,Others,797
22097,St Landry,Louisiana,Republican,21971
36089,St Lawrence,New York,Democrats,14659
36089,St Lawrence,New York,Others,2467
36089,St Lawrence,New York,Republican,18450
27137,St Louis,Minnesota,Democrats,57771
27137,St Louis,Minnesota,Others,10021
27137,St Louis,Minnesota,Republican,44630
29189,St Louis,Missouri,Democrats,280866
29189,St Louis,Missouri,Others,23546
29189,St Louis,Missouri,Republican,199081
29510,St Louis City,Missouri,Democrats,101487
29510,St Louis City,Missouri,Others,5635
29510,St Louis City,Missouri,Republican,20281
12111,St Lucie,Florida,Democrats,66881
12111,St Lucie,Florida,Others,4822
12111,St Lucie,Florida,Republican,70289
22099,St Martin,Louisiana,Democrats,8266
22099,St Martin,Louisiana,Others,611
22099,St Martin,Louisiana,Republican,16873
22101,St Mary,Louisiana,Democrats,8050
22101,St Mary,Louisiana,Others,468
22101,St Mary,Louisiana,Republican,14359
24037,St Mary'S,Maryland,Democrats,17534
24037,St Mary'S,Maryland,Others,3636
24037,St Mary'S,Maryland,Republican,28663
22103,St Tammany,Louisiana,Democrats,27717
